var_description,var_name,SAF_EXPORT,MI_TYPE,MI_KEEP,adult_build_include,ped_build_include,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
,can_prior_cancer,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,can_albumin,,continuous,FALSE,TRUE,TRUE,,,,,,,,,
,preemptive_listing,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,days_dialysis_at_listing,,continuous,FALSE,TRUE,TRUE,,,,,,,,,
,listed_for_kp,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_pa,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_li,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_in,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_hl,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_hr,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,listed_for_lu,,binary,FALSE,TRUE,TRUE,1,0,,,,,,,
,max_cpra_col,,categorical,FALSE,TRUE,TRUE,0_0.01,0.01_0.40,0.40_0.80,0.80_0.98,0.98_1.00,,,,
,can_peds_cog_develop,,categorical,FALSE,FALSE,TRUE,NotAssessed,Definite,Probable,Questionable,None,,,,
,can_peds_motor_delay,,categorical,FALSE,FALSE,TRUE,NotAssessed,Definite,Probable,Questionable,None,,,,
,can_peds_progress,,categorical,FALSE,FALSE,TRUE,NotApplicable,Within1Level,Delayed,SpecialEducation,,,,,
,can_peds_level,,categorical,FALSE,FALSE,TRUE,NotApplicable,FullLoad,ReducedLoad,CannotParticipate,,,,,
,can_peds_extrem_frac,,binary,FALSE,FALSE,TRUE,1,0,,,,,,,
,can_peds_avn,,binary,FALSE,FALSE,TRUE,1,0,,,,,,,
